活动号,行业分类,业务类型,业务项
11122852889,A1 运营商,集团采购,实物营销
11122852900,A1 运营商,集团采购,实物营销
11122852891,A1 运营商,集团采购,实物营销
11122852899,A1 运营商,集团采购,实物营销
11122852888,A1 运营商,集团采购,实物营销
12031502061,A1 运营商,集团采购,实物营销
11122852893,A1 运营商,集团采购,实物营销
12011700186,A1 运营商,集团采购,实物营销
12011700187,A1 运营商,集团采购,实物营销
11122852890,A1 运营商,集团采购,实物营销
11122852897,A1 运营商,集团采购,实物营销
11122852892,A1 运营商,集团采购,实物营销
11122852894,A1 运营商,集团采购,实物营销
11122852896,A1 运营商,集团采购,实物营销
12011300073,A1 运营商,集团采购,积分兑换
12011300069,A1 运营商,集团采购,积分兑换
12021300686,A1 运营商,集团采购,积分兑换
12011300070,A1 运营商,集团采购,积分兑换
12020900652,A1 运营商,集团采购,积分兑换
12011300072,A1 运营商,集团采购,积分兑换
12011300071,A1 运营商,集团采购,积分兑换
12011900408,A1 运营商,集团采购,积分兑换
12011900409,A1 运营商,集团采购,积分兑换
12011900410,A1 运营商,集团采购,积分兑换
12011900411,A1 运营商,集团采购,积分兑换
12011900412,A1 运营商,集团采购,积分兑换
12011900413,A1 运营商,集团采购,积分兑换
12011900414,A1 运营商,集团采购,积分兑换
12011900415,A1 运营商,集团采购,积分兑换
12011900416,A1 运营商,集团采购,积分兑换
12011900417,A1 运营商,集团采购,积分兑换
12011900418,A1 运营商,集团采购,积分兑换
12011700223,A1 运营商,集团采购,实物营销
11121548809,A1 运营商,集团采购,实物营销
11101025300,A1 运营商,集团采购,积分兑换
11111639744,A1 运营商,集团采购,实物营销
12021000658,A1 运营商,集团采购,实物营销
11121649546,A1 运营商,集团采购,会员权益
12021400727,A1 运营商,集团采购,积分兑换
12021000657,A1 运营商,集团采购,实物营销
12011700220,A1 运营商,集团采购,实物营销
12011700221,A1 运营商,集团采购,实物营销
12010454808,A1 运营商,集团采购,实物营销
12010454809,A1 运营商,集团采购,实物营销
12021400728,A1 运营商,集团采购,实物营销
12011700181,A1 运营商,集团采购,会员权益
12011700222,A1 运营商,集团采购,实物营销
12011300051,A1 运营商,集团采购,联盟商家
12011300048,A1 运营商,集团采购,积分兑换
12011300053,A1 运营商,集团采购,联盟商家
12011300050,A1 运营商,集团采购,联盟商家
12011300049,A1 运营商,集团采购,联盟商家
12011300052,A1 运营商,集团采购,联盟商家
20090421744,A1 运营商,集团采购,其他
20090428362,A1 运营商,集团采购,其他
11112442148,A1 运营商,集团采购,会员权益
11112442150,A1 运营商,集团采购,会员权益
11112442149,A1 运营商,集团采购,会员权益
11123154226,A1 运营商,集团采购,实物营销
10101549113,A1 运营商,集团采购,联盟商家
10101549114,A1 运营商,集团采购,联盟商家
10101549115,A1 运营商,集团采购,联盟商家
10101549116,A1 运营商,集团采购,联盟商家
10101549118,A1 运营商,集团采购,联盟商家
11070798751,A1 运营商,集团采购,联盟商家
11121448494,A1 运营商,集团采购,实物营销
11101125654,A1 运营商,集团采购,实物营销
11122050148,A1 运营商,集团采购,实物营销
11121247872,A1 运营商,集团采购,实物营销
11121247873,A1 运营商,集团采购,实物营销
11121247874,A1 运营商,集团采购,实物营销
11121247875,A1 运营商,集团采购,实物营销
11121247876,A1 运营商,集团采购,实物营销
11121247877,A1 运营商,集团采购,实物营销
11121247878,A1 运营商,集团采购,实物营销
11121247879,A1 运营商,集团采购,实物营销
11121247880,A1 运营商,集团采购,实物营销
11121247881,A1 运营商,集团采购,实物营销
11121247883,A1 运营商,集团采购,实物营销
11082912935,A1 运营商,集团采购,实物营销
11082912928,A1 运营商,集团采购,实物营销
11082912941,A1 运营商,集团采购,实物营销
11082912940,A1 运营商,集团采购,实物营销
11082912929,A1 运营商,集团采购,实物营销
11082912934,A1 运营商,集团采购,实物营销
11082912936,A1 运营商,集团采购,实物营销
12011500124,A1 运营商,集团采购,联盟商家
12011500125,A1 运营商,集团采购,联盟商家
12011500126,A1 运营商,集团采购,联盟商家
12011500127,A1 运营商,集团采购,联盟商家
12011500128,A1 运营商,集团采购,联盟商家
12011500129,A1 运营商,集团采购,联盟商家
12011500130,A1 运营商,集团采购,联盟商家
12011500131,A1 运营商,集团采购,联盟商家
12010555135,A1 运营商,集团采购,实物营销
11122050149,A1 运营商,集团采购,实物营销
12010555142,A1 运营商,集团采购,实物营销
12010555136,A1 运营商,集团采购,实物营销
12011700226,A1 运营商,集团采购,其他
12011700228,A1 运营商,集团采购,其他
12011700230,A1 运营商,集团采购,其他
12011700232,A1 运营商,集团采购,其他
12011700234,A1 运营商,集团采购,其他
12011700236,A1 运营商,集团采购,其他
12011700238,A1 运营商,集团采购,其他
12011700240,A1 运营商,集团采购,其他
12011700241,A1 运营商,集团采购,其他
12011700242,A1 运营商,集团采购,其他
12011700244,A1 运营商,集团采购,其他
12011700246,A1 运营商,集团采购,其他
12021500751,A1 运营商,集团采购,积分兑换
12021500758,A1 运营商,集团采购,积分兑换
12021500785,A1 运营商,集团采购,积分兑换
12021500793,A1 运营商,集团采购,积分兑换
12021500802,A1 运营商,集团采购,积分兑换
12021500815,A1 运营商,集团采购,积分兑换
12021500822,A1 运营商,集团采购,积分兑换
12021500845,A1 运营商,集团采购,积分兑换
12021500858,A1 运营商,集团采购,积分兑换
12021500870,A1 运营商,集团采购,积分兑换
12021500872,A1 运营商,集团采购,积分兑换
12021500803,A1 运营商,集团采购,积分兑换
12021500809,A1 运营商,集团采购,积分兑换
12021500834,A1 运营商,集团采购,积分兑换
12021500848,A1 运营商,集团采购,积分兑换
12021500852,A1 运营商,集团采购,积分兑换
12021500835,A1 运营商,集团采购,积分兑换
12021500836,A1 运营商,集团采购,积分兑换
12021500795,A1 运营商,集团采购,积分兑换
12021500805,A1 运营商,集团采购,积分兑换
12021500771,A1 运营商,集团采购,积分兑换
12021500840,A1 运营商,集团采购,积分兑换
12021500843,A1 运营商,集团采购,积分兑换
12021500851,A1 运营商,集团采购,积分兑换
12021500862,A1 运营商,集团采购,积分兑换
12021500864,A1 运营商,集团采购,积分兑换
12021500868,A1 运营商,集团采购,积分兑换
12021500811,A1 运营商,集团采购,积分兑换
12021500820,A1 运营商,集团采购,积分兑换
12021500831,A1 运营商,集团采购,积分兑换
12021500745,A1 运营商,集团采购,积分兑换
12021500761,A1 运营商,集团采购,积分兑换
12021500769,A1 运营商,集团采购,积分兑换
12021500781,A1 运营商,集团采购,积分兑换
12021500786,A1 运营商,集团采购,积分兑换
12021500768,A1 运营商,集团采购,积分兑换
12021500778,A1 运营商,集团采购,积分兑换
12021500743,A1 运营商,集团采购,积分兑换
12021500747,A1 运营商,集团采购,积分兑换
12021500780,A1 运营商,集团采购,积分兑换
12021500767,A1 运营商,集团采购,积分兑换
12021500775,A1 运营商,集团采购,积分兑换
12021500750,A1 运营商,集团采购,积分兑换
12021500759,A1 运营商,集团采购,积分兑换
12021500821,A1 运营商,集团采购,积分兑换
12021500753,A1 运营商,集团采购,积分兑换
12021500757,A1 运营商,集团采购,积分兑换
12021500826,A1 运营商,集团采购,积分兑换
12021500744,A1 运营商,集团采购,积分兑换
12021500817,A1 运营商,集团采购,积分兑换
12021500762,A1 运营商,集团采购,积分兑换
12021500765,A1 运营商,集团采购,积分兑换
12021500772,A1 运营商,集团采购,积分兑换
12021500774,A1 运营商,集团采购,积分兑换
12021500777,A1 运营商,集团采购,积分兑换
12021500783,A1 运营商,集团采购,积分兑换
12021500790,A1 运营商,集团采购,积分兑换
12021500791,A1 运营商,集团采购,积分兑换
12021500801,A1 运营商,集团采购,积分兑换
12021500812,A1 运营商,集团采购,积分兑换
12021500833,A1 运营商,集团采购,积分兑换
12021500866,A1 运营商,集团采购,积分兑换
12032202168,A1 运营商,集团采购,积分兑换
12021500849,A1 运营商,集团采购,积分兑换
12021500861,A1 运营商,集团采购,积分兑换
12021500867,A1 运营商,集团采购,积分兑换
12021500760,A1 运营商,集团采购,积分兑换
12021500770,A1 运营商,集团采购,积分兑换
12021500779,A1 运营商,集团采购,积分兑换
12021500787,A1 运营商,集团采购,积分兑换
12032202165,A1 运营商,集团采购,积分兑换
12032202166,A1 运营商,集团采购,积分兑换
12032202167,A1 运营商,集团采购,积分兑换
12021500748,A1 运营商,集团采购,积分兑换
12021500796,A1 运营商,集团采购,积分兑换
12021500799,A1 运营商,集团采购,积分兑换
12021500804,A1 运营商,集团采购,积分兑换
12021500756,A1 运营商,集团采购,积分兑换
12021500766,A1 运营商,集团采购,积分兑换
12021500797,A1 运营商,集团采购,积分兑换
12021500800,A1 运营商,集团采购,积分兑换
12021500808,A1 运营商,集团采购,积分兑换
12021500814,A1 运营商,集团采购,积分兑换
11121448554,A1 运营商,集团采购,实物营销
12021400737,A1 运营商,集团采购,积分兑换
12021400739,A1 运营商,集团采购,积分兑换
11110334549,A1 运营商,集团采购,实物营销
12021400738,A1 运营商,集团采购,积分兑换
11110334546,A1 运营商,集团采购,实物营销
11110334547,A1 运营商,集团采购,实物营销
11093024212,A1 运营商,集团采购,实物营销
11093024215,A1 运营商,集团采购,实物营销
12021400736,A1 运营商,集团采购,积分兑换
12010555066,A1 运营商,集团采购,实物营销
12032002140,A1 运营商,集团采购,实物营销
12010555068,A1 运营商,集团采购,实物营销
12012000444,A1 运营商,集团采购,积分兑换
12012000443,A1 运营商,集团采购,积分兑换
10101448761,A1 运营商,集团采购,实物营销
10121659264,A1 运营商,集团采购,实物营销
12021300703,A1 运营商,集团采购,实物营销
11103132906,A1 运营商,集团采购,积分兑换
11121348039,A1 运营商,集团采购,实物营销
12030601889,A1 运营商,集团采购,积分兑换
12030601890,A1 运营商,集团采购,积分兑换
12030601887,A1 运营商,集团采购,积分兑换
12030601891,A1 运营商,集团采购,积分兑换
12010454787,A1 运营商,集团采购,实物营销
12030601888,A1 运营商,集团采购,积分兑换
9093012423,A1 运营商,集团采购,积分兑换
9093012425,A1 运营商,集团采购,积分兑换
9093012426,A1 运营商,集团采购,积分兑换
9093012427,A1 运营商,集团采购,积分兑换
9093012430,A1 运营商,集团采购,积分兑换
9093012431,A1 运营商,集团采购,积分兑换
9093012433,A1 运营商,集团采购,积分兑换
9120817882,A1 运营商,集团采购,其他
10072940567,A1 运营商,集团采购,积分兑换
10072940568,A1 运营商,集团采购,积分兑换
10110351021,A1 运营商,集团采购,积分兑换
10110351022,A1 运营商,集团采购,积分兑换
10110351023,A1 运营商,集团采购,积分兑换
11101426906,A1 运营商,集团采购,联盟商家
11101426907,A1 运营商,集团采购,联盟商家
11101426908,A1 运营商,集团采购,联盟商家
11101426926,A1 运营商,集团采购,联盟商家
11101426928,A1 运营商,集团采购,联盟商家
11101426968,A1 运营商,集团采购,联盟商家
11101426993,A1 运营商,集团采购,联盟商家
11101426994,A1 运营商,集团采购,联盟商家
11111138546,A1 运营商,集团采购,积分兑换
11111138547,A1 运营商,集团采购,积分兑换
11111138548,A1 运营商,集团采购,积分兑换
11111138549,A1 运营商,集团采购,积分兑换
11111138550,A1 运营商,集团采购,积分兑换
11111138551,A1 运营商,集团采购,积分兑换
9120917982,A1 运营商,集团采购,联盟商家
11021667081,A1 运营商,集团采购,积分兑换
11021667082,A1 运营商,集团采购,积分兑换
11062292318,A1 运营商,集团采购,积分兑换
11071501598,A1 运营商,集团采购,积分兑换
11071501602,A1 运营商,集团采购,积分兑换
11071501605,A1 运营商,集团采购,积分兑换
11071501606,A1 运营商,集团采购,积分兑换
11071501610,A1 运营商,集团采购,积分兑换
11071501611,A1 运营商,集团采购,积分兑换
11071501612,A1 运营商,集团采购,积分兑换
11122351710,A1 运营商,集团采购,积分兑换
11122351711,A1 运营商,集团采购,积分兑换
11122351712,A1 运营商,集团采购,积分兑换
12032372010,A1 运营商,集团采购,积分兑换
10011222143,A1 运营商,集团采购,积分兑换
11031470301,A1 运营商,集团采购,积分兑换
11040773957,A1 运营商,集团采购,积分兑换
11052483062,A1 运营商,集团采购,积分兑换
12013159107,A1 运营商,集团采购,积分兑换
12013159108,A1 运营商,集团采购,积分兑换
10040728582,A1 运营商,集团采购,积分兑换
10040728583,A1 运营商,集团采购,积分兑换
11052783922,A1 运营商,集团采购,积分兑换
11052783923,A1 运营商,集团采购,积分兑换
11052783925,A1 运营商,集团采购,积分兑换
11122652189,A1 运营商,集团采购,积分兑换
11122652190,A1 运营商,集团采购,积分兑换
11122752472,A1 运营商,集团采购,积分兑换
10052633125,A1 运营商,集团采购,积分兑换
10052633126,A1 运营商,集团采购,积分兑换
11011463582,A1 运营商,集团采购,积分兑换
10082743014,A1 运营商,集团采购,积分兑换
11031570467,A1 运营商,集团采购,积分兑换
11031570469,A1 运营商,集团采购,积分兑换
11072704197,A1 运营商,集团采购,积分兑换
11072704199,A1 运营商,集团采购,积分兑换
11072704200,A1 运营商,集团采购,积分兑换
11072704201,A1 运营商,集团采购,积分兑换
11072704203,A1 运营商,集团采购,积分兑换
11072704204,A1 运营商,集团采购,积分兑换
11101025367,A1 运营商,集团采购,积分兑换
11101025368,A1 运营商,集团采购,积分兑换
11101025369,A1 运营商,集团采购,积分兑换
12010454706,A1 运营商,集团采购,积分兑换
12010454708,A1 运营商,集团采购,积分兑换
12010454709,A1 运营商,集团采购,积分兑换
11022367921,A1 运营商,集团采购,积分兑换
11042777689,A1 运营商,集团采购,积分兑换
11042777693,A1 运营商,集团采购,积分兑换
11072704132,A1 运营商,集团采购,积分兑换
10040928918,A1 运营商,电子商务,生活服务类电子商务
12021763027,A1 运营商,集团采购,实物营销
12021763028,A1 运营商,集团采购,实物营销
12021763029,A1 运营商,集团采购,实物营销
12021763030,A1 运营商,集团采购,实物营销
11042978356,A1 运营商,集团采购,实物营销
11050378782,A1 运营商,集团采购,实物营销
11050378784,A1 运营商,集团采购,实物营销
11050378785,A1 运营商,集团采购,实物营销
11050479062,A1 运营商,集团采购,实物营销
11050479064,A1 运营商,集团采购,实物营销
11050479065,A1 运营商,集团采购,实物营销
11050479066,A1 运营商,集团采购,实物营销
11061389043,A1 运营商,集团采购,实物营销
11061389044,A1 运营商,集团采购,实物营销
11092119846,A1 运营商,集团采购,实物营销
11112542426,A1 运营商,集团采购,实物营销
11112542427,A1 运营商,集团采购,实物营销
11112542428,A1 运营商,集团采购,实物营销
11112542429,A1 运营商,集团采购,实物营销
11112542430,A1 运营商,集团采购,实物营销
11112542572,A1 运营商,集团采购,实物营销
11112542573,A1 运营商,集团采购,实物营销
11112542574,A1 运营商,集团采购,实物营销
11121949969,A1 运营商,集团采购,其他
11122251130,A1 运营商,集团采购,实物营销
12011156767,A1 运营商,集团采购,其他
12011257131,A1 运营商,集团采购,会员权益
12011257134,A1 运营商,集团采购,会员权益
12020961327,A1 运营商,集团采购,其他
12020961330,A1 运营商,集团采购,实物营销
12021061646,A1 运营商,集团采购,实物营销
12021061647,A1 运营商,集团采购,实物营销
12021061648,A1 运营商,集团采购,实物营销
12021362106,A1 运营商,集团采购,实物营销
12021362126,A1 运营商,集团采购,其他
12021362146,A1 运营商,集团采购,其他
12021462226,A1 运营商,集团采购,实物营销
12022263946,A1 运营商,集团采购,其他
12030768066,A1 运营商,集团采购,实物营销
12032271667,A1 运营商,集团采购,其他
20090121266,A1 运营商,集团采购,实物营销
11061087981,A1 运营商,集团采购,其他
11061087982,A1 运营商,集团采购,其他
11062995501,A1 运营商,集团采购,会员权益
11062995502,A1 运营商,集团采购,会员权益
11062995503,A1 运营商,集团采购,会员权益
12011357347,A1 运营商,集团采购,会员权益
12011357348,A1 运营商,集团采购,会员权益
12011357349,A1 运营商,集团采购,会员权益
12011357350,A1 运营商,集团采购,会员权益
12022263910,A1 运营商,集团采购,会员权益
12022263911,A1 运营商,集团采购,会员权益
12022263912,A1 运营商,集团采购,会员权益
10040128365,A1 运营商,集团采购,会员权益
10080441143,A1 运营商,集团采购,会员权益
10083043165,A1 运营商,集团采购,会员权益
12032271556,A1 运营商,集团采购,其他
11122953527,A1 运营商,集团采购,实物营销
12020359947,A1 运营商,集团采购,实物营销
12021061626,A1 运营商,集团采购,实物营销
12021362089,A1 运营商,集团采购,实物营销
12021362090,A1 运营商,集团采购,实物营销
12021763110,A1 运营商,集团采购,实物营销
12021763111,A1 运营商,集团采购,实物营销
12022263926,A1 运营商,集团采购,实物营销
12022263927,A1 运营商,集团采购,实物营销
11012464901,A1 运营商,集团采购,其他
11060285406,A1 运营商,集团采购,其他
11060285409,A1 运营商,集团采购,其他
11090615335,A1 运营商,集团采购,其他
11090615346,A1 运营商,集团采购,其他
12011156786,A1 运营商,集团采购,其他
12011156787,A1 运营商,集团采购,其他
12011156788,A1 运营商,集团采购,其他
12030767946,A1 运营商,集团采购,其他
11121448466,A1 运营商,集团采购,其他
11072603967,A1 运营商,集团采购,其他
11072603968,A1 运营商,集团采购,其他
9111816302,A1 运营商,集团采购,其他
10011922761,A1 运营商,集团采购,积分兑换
10072139881,A1 运营商,集团采购,其他
10072139882,A1 运营商,集团采购,其他
10072139883,A1 运营商,集团采购,其他
10112555244,A1 运营商,集团采购,其他
10112555247,A1 运营商,集团采购,其他
11032572121,A1 运营商,电子商务,生活服务类电子商务
12031369548,A1 运营商,集团采购,积分兑换
12010555114,A1 运营商,集团采购,其他
12011958668,A1 运营商,集团采购,实物营销
11122953587,A1 运营商,集团采购,积分兑换
11122953588,A1 运营商,集团采购,积分兑换
11122953589,A1 运营商,集团采购,积分兑换
11122953591,A1 运营商,集团采购,积分兑换
11122953593,A1 运营商,集团采购,积分兑换
11122953594,A1 运营商,集团采购,积分兑换
11122953596,A1 运营商,集团采购,积分兑换
11122953598,A1 运营商,集团采购,积分兑换
11122953599,A1 运营商,集团采购,积分兑换
11122953601,A1 运营商,集团采购,积分兑换
11122953602,A1 运营商,集团采购,积分兑换
11122953603,A1 运营商,集团采购,积分兑换
11122953606,A1 运营商,集团采购,积分兑换
11122953609,A1 运营商,集团采购,积分兑换
11122953612,A1 运营商,集团采购,积分兑换
11122953614,A1 运营商,集团采购,积分兑换
11122953615,A1 运营商,集团采购,积分兑换
11122953616,A1 运营商,集团采购,积分兑换
11122953620,A1 运营商,集团采购,积分兑换
11122953621,A1 运营商,集团采购,积分兑换
11122953623,A1 运营商,集团采购,积分兑换
11122953625,A1 运营商,集团采购,积分兑换
11122953629,A1 运营商,集团采购,积分兑换
11122953630,A1 运营商,集团采购,积分兑换
11122953631,A1 运营商,集团采购,积分兑换
11122953634,A1 运营商,集团采购,积分兑换
11122953636,A1 运营商,集团采购,积分兑换
11122953646,A1 运营商,集团采购,积分兑换
11122953647,A1 运营商,集团采购,积分兑换
10081742081,A1 运营商,电子商务,生活服务类电子商务
11122652286,A1 运营商,集团采购,实物营销
11122853228,A1 运营商,集团采购,实物营销
12022063528,A1 运营商,集团采购,其他
12022063529,A1 运营商,集团采购,其他
12022063530,A1 运营商,集团采购,其他
12022063531,A1 运营商,集团采购,其他
12022063411,A1 运营商,集团采购,其他
12022063412,A1 运营商,集团采购,其他
11110836287,A1 运营商,集团采购,实物营销
11110836289,A1 运营商,集团采购,实物营销
11110836290,A1 运营商,集团采购,实物营销
11110836292,A1 运营商,集团采购,实物营销
11110836301,A1 运营商,集团采购,实物营销
11111639608,A1 运营商,集团采购,实物营销
11111639609,A1 运营商,集团采购,实物营销
11111639610,A1 运营商,集团采购,实物营销
11111639611,A1 运营商,集团采购,实物营销
11111639612,A1 运营商,集团采购,实物营销
11111639626,A1 运营商,集团采购,实物营销
11111639627,A1 运营商,集团采购,实物营销
11111639628,A1 运营商,集团采购,实物营销
11111639708,A1 运营商,集团采购,实物营销
11111639709,A1 运营商,集团采购,实物营销
11111639711,A1 运营商,集团采购,实物营销
11111639712,A1 运营商,集团采购,实物营销
11111639713,A1 运营商,集团采购,实物营销
11111639714,A1 运营商,集团采购,实物营销
11111639715,A1 运营商,集团采购,实物营销
11111639716,A1 运营商,集团采购,实物营销
11111639717,A1 运营商,集团采购,实物营销
11111639718,A1 运营商,集团采购,实物营销
11111639719,A1 运营商,集团采购,实物营销
11111639721,A1 运营商,集团采购,实物营销
11111639722,A1 运营商,集团采购,实物营销
11111639723,A1 运营商,集团采购,实物营销
11111639724,A1 运营商,集团采购,实物营销
11111639725,A1 运营商,集团采购,实物营销
11111639726,A1 运营商,集团采购,实物营销
11111639727,A1 运营商,集团采购,实物营销
11111639731,A1 运营商,集团采购,实物营销
11111840552,A1 运营商,集团采购,实物营销
11111840554,A1 运营商,集团采购,实物营销
12030868366,A1 运营商,集团采购,实物营销
12030868367,A1 运营商,集团采购,实物营销
12030868368,A1 运营商,集团采购,实物营销
11050979624,A1 运营商,电子商务,生活服务类电子商务
11050979625,A1 运营商,电子商务,生活服务类电子商务
12010956066,A1 运营商,集团采购,其他
12010956067,A1 运营商,集团采购,其他
12031970786,A1 运营商,集团采购,其他
20071221482,A1 运营商,集团采购,其他
12031570115,A1 运营商,集团采购,实物营销
11062192088,A1 运营商,集团采购,实物营销
11062192089,A1 运营商,集团采购,实物营销
11102731874,A1 运营商,集团采购,实物营销
12020660546,A1 运营商,集团采购,实物营销
10020224101,A1 运营商,电子商务,生活服务类电子商务
10020224102,A1 运营商,电子商务,生活服务类电子商务
10020224103,A1 运营商,电子商务,生活服务类电子商务
10020224104,A1 运营商,电子商务,生活服务类电子商务
10020224108,A1 运营商,电子商务,生活服务类电子商务
11011062801,A1 运营商,电子商务,生活服务类电子商务
11011062802,A1 运营商,电子商务,生活服务类电子商务
11011062803,A1 运营商,电子商务,生活服务类电子商务
11011062805,A1 运营商,电子商务,生活服务类电子商务
11011062808,A1 运营商,电子商务,生活服务类电子商务
11011062811,A1 运营商,电子商务,生活服务类电子商务
11011062813,A1 运营商,电子商务,生活服务类电子商务
12010454766,A1 运营商,集团采购,其他
12010454767,A1 运营商,集团采购,其他
12010454768,A1 运营商,集团采购,其他
12010454769,A1 运营商,集团采购,其他
11103032547,A1 运营商,集团采购,实物营销
11103032548,A1 运营商,集团采购,实物营销
11103032549,A1 运营商,集团采购,实物营销
11103032550,A1 运营商,集团采购,实物营销
11103032552,A1 运营商,集团采购,实物营销
11103032553,A1 运营商,集团采购,实物营销
11103032554,A1 运营商,集团采购,实物营销
11103032556,A1 运营商,集团采购,实物营销
11103032557,A1 运营商,集团采购,实物营销
11103032558,A1 运营商,集团采购,实物营销
11112843169,A1 运营商,集团采购,实物营销
11112843170,A1 运营商,集团采购,实物营销
11112843171,A1 运营商,集团采购,实物营销
11112843172,A1 运营商,集团采购,实物营销
11122752446,A1 运营商,集团采购,实物营销
11122752447,A1 运营商,集团采购,实物营销
11122752448,A1 运营商,集团采购,实物营销
11122752450,A1 运营商,集团采购,实物营销
11122752451,A1 运营商,集团采购,实物营销
11122752453,A1 运营商,集团采购,实物营销
11122853006,A1 运营商,集团采购,实物营销
11122853007,A1 运营商,集团采购,实物营销
12010956208,A1 运营商,集团采购,实物营销
12010956227,A1 运营商,集团采购,实物营销
12010956228,A1 运营商,集团采购,实物营销
12010956229,A1 运营商,集团采购,实物营销
12010956230,A1 运营商,集团采购,实物营销
12010956232,A1 运营商,集团采购,实物营销
12010956235,A1 运营商,集团采购,实物营销
12010956236,A1 运营商,集团采购,实物营销
12010956237,A1 运营商,集团采购,实物营销
12010956246,A1 运营商,集团采购,实物营销
12011056446,A1 运营商,集团采购,实物营销
12011056447,A1 运营商,集团采购,实物营销
12011056448,A1 运营商,集团采购,实物营销
12011056449,A1 运营商,集团采购,实物营销
12011056450,A1 运营商,集团采购,实物营销
12020259706,A1 运营商,集团采购,实物营销
12021662767,A1 运营商,集团采购,实物营销
12021662769,A1 运营商,集团采购,实物营销
12021662770,A1 运营商,集团采购,实物营销
12021662772,A1 运营商,集团采购,实物营销
12021662773,A1 运营商,集团采购,实物营销
12021662774,A1 运营商,集团采购,实物营销
12021662775,A1 运营商,集团采购,实物营销
12021662776,A1 运营商,集团采购,实物营销
12032772566,A1 运营商,集团采购,实物营销
12032772568,A1 运营商,集团采购,实物营销
9070702485,A1 运营商,电子商务,生活服务类电子商务
9070702486,A1 运营商,电子商务,生活服务类电子商务
9070702487,A1 运营商,电子商务,生活服务类电子商务
9070702488,A1 运营商,电子商务,生活服务类电子商务
9070702489,A1 运营商,电子商务,生活服务类电子商务
9070702490,A1 运营商,电子商务,生活服务类电子商务
9070702491,A1 运营商,电子商务,生活服务类电子商务
9070702492,A1 运营商,电子商务,生活服务类电子商务
9070702493,A1 运营商,电子商务,生活服务类电子商务
9070702494,A1 运营商,电子商务,生活服务类电子商务
9102714343,A1 运营商,集团采购,积分兑换
11101225906,A1 运营商,集团采购,积分兑换
11101225907,A1 运营商,集团采购,积分兑换
11120646179,A1 运营商,集团采购,积分兑换
11120646180,A1 运营商,集团采购,积分兑换
11120646181,A1 运营商,集团采购,积分兑换
11090816086,A1 运营商,集团采购,实物营销
11122852834,A1 运营商,集团采购,实物营销
11122852835,A1 运营商,集团采购,实物营销
12032672421,A1 运营商,集团采购,实物营销
12032672422,A1 运营商,集团采购,实物营销
20081106543,A1 运营商,集团采购,其他
20081106544,A1 运营商,集团采购,其他
20081106545,A1 运营商,集团采购,其他
20081106561,A1 运营商,集团采购,其他
10042029462,A1 运营商,电子商务,生活服务类电子商务
10042029463,A1 运营商,电子商务,生活服务类电子商务
10042029464,A1 运营商,电子商务,生活服务类电子商务
10042029465,A1 运营商,电子商务,生活服务类电子商务
10042029466,A1 运营商,电子商务,生活服务类电子商务
11040774101,A1 运营商,电子商务,生活服务类电子商务
11040874122,A1 运营商,电子商务,生活服务类电子商务
11040874123,A1 运营商,电子商务,生活服务类电子商务
12021061552,A1 运营商,集团采购,实物营销
12021061555,A1 运营商,集团采购,实物营销
12021061556,A1 运营商,集团采购,实物营销
12021061557,A1 运营商,集团采购,实物营销
12021061562,A1 运营商,集团采购,实物营销
12021061563,A1 运营商,集团采购,实物营销
12021061564,A1 运营商,集团采购,实物营销
12021061566,A1 运营商,集团采购,实物营销
12021061567,A1 运营商,集团采购,实物营销
12032371831,A1 运营商,集团采购,实物营销
12032371832,A1 运营商,集团采购,实物营销
10010721561,A1 运营商,集团采购,其他
10010721562,A1 运营商,集团采购,其他
9061500381,A1 运营商,集团采购,其他
9061500383,A1 运营商,集团采购,其他
9061500385,A1 运营商,集团采购,其他
9061500386,A1 运营商,集团采购,其他
9061500387,A1 运营商,集团采购,其他
9061500388,A1 运营商,集团采购,其他
9082507943,A1 运营商,电子商务,生活服务类电子商务
9082507944,A1 运营商,电子商务,生活服务类电子商务
9082507945,A1 运营商,电子商务,生活服务类电子商务
9082507948,A1 运营商,电子商务,生活服务类电子商务
10042530681,A1 运营商,电子商务,生活服务类电子商务
10042530683,A1 运营商,电子商务,生活服务类电子商务
10042530684,A1 运营商,电子商务,生活服务类电子商务
10042530687,A1 运营商,电子商务,生活服务类电子商务
20090325121,A1 运营商,电子商务,生活服务类电子商务
20090325126,A1 运营商,电子商务,生活服务类电子商务
20090325127,A1 运营商,电子商务,生活服务类电子商务
11122050351,A1 运营商,集团采购,实物营销
11122050352,A1 运营商,集团采购,实物营销
11122050353,A1 运营商,集团采购,实物营销
11122050354,A1 运营商,集团采购,实物营销
11122050355,A1 运营商,集团采购,实物营销
11122050356,A1 运营商,集团采购,实物营销
12031570090,A1 运营商,集团采购,实物营销
12010956086,A1 运营商,电子商务,生活服务类电子商务
12010956111,A1 运营商,电子商务,生活服务类电子商务
12010956112,A1 运营商,电子商务,生活服务类电子商务
20080718281,A1 运营商,集团采购,其他
20080718282,A1 运营商,集团采购,其他
20080718283,A1 运营商,集团采购,其他
20080718284,A1 运营商,集团采购,其他
11081208146,A1 运营商,集团采购,实物营销
11081208147,A1 运营商,集团采购,实物营销
11081208149,A1 运营商,集团采购,实物营销
11081208150,A1 运营商,集团采购,实物营销
11081208152,A1 运营商,集团采购,实物营销
